292.345949	-4.778464	1.612884
292.604480	-4.656096	1.548146
295.037059	-3.363099	0.969590
297.593464	-2.259322	0.485169
300.485555	-1.661330	0.241661
303.615817	-1.353593	0.282283
307.038740	-1.395498	0.670767
311.010258	-2.106358	1.361279
315.304683	-3.209988	2.228654
320.813037	-5.499638	2.884422
326.619109	-8.047034	3.485834
335.205193	-9.639433	2.890440
344.339805	-10.951250	1.719911
355.766522	-11.044834	-2.040066
366.917841	-10.815765	-6.641216
377.485844	-10.013994	-12.665006
385.582181	-8.782294	-17.396575
391.539214	-7.189117	-20.993040
394.743907	-5.678265	-22.751822
396.871476	-4.204440	-23.791648
397.512415	-3.131856	-23.587024
397.904151	-2.139583	-23.141078
397.394145	-1.486784	-21.692602
396.282589	-0.926800	-20.025027
393.503572	-0.611972	-17.800440
389.867877	-0.388004	-15.432416
385.180157	-0.272989	-12.897972
380.176758	-0.211658	-10.394198
374.982475	-0.182485	-7.907485
369.985444	-0.196021	-5.699209
365.033361	-0.220899	-3.557312
360.482118	-0.290217	-1.736926
356.027419	-0.358541	0.032219
352.014730	-0.410239	1.583983
348.230129	-0.449803	3.006353
344.865954	-0.465673	4.194802
341.853799	-0.449351	5.113526
339.156351	-0.403990	5.794428
336.755653	-0.243889	6.199338
334.485621	-0.034352	6.490261
332.591935	0.348062	6.584391
330.795434	0.760225	6.635969
329.491286	1.226653	6.470856
328.336470	1.682966	6.188077
327.588568	2.097836	5.562501
327.108486	2.488122	4.800793
326.971706	2.844538	3.862865
327.590975	3.177764	2.877579
328.699320	3.498634	1.859714
330.212854	3.807370	0.864822
331.855118	4.116788	-0.124558
333.445297	4.482651	-1.033672
335.167512	4.865189	-1.913306
337.473719	5.313733	-2.679729
340.227367	5.731684	-3.366240
343.822897	6.088322	-3.912145
347.724366	6.320339	-4.190950
351.888396	6.437182	-4.223651
355.731513	6.250908	-3.604828
359.400418	5.931195	-2.695362
362.012625	4.701724	-1.364732
364.314893	3.292472	0.037636
364.788344	1.310717	1.374829
364.645875	-0.649741	2.647197
362.700725	-2.488129	3.687731
360.760195	-4.043152	4.460635
358.860625	-5.205788	4.875508
357.522372	-5.942371	4.879144
356.558420	-6.398690	4.613174
355.647581	-6.514395	3.847152
354.772756	-6.535559	2.934406
353.901593	-6.151809	1.922891
353.090337	-5.707527	0.913817
352.476176	-5.021835	0.002666
351.938858	-4.349032	-0.819394
351.528151	-3.713950	-1.450506
351.200753	-3.148273	-1.927627
350.951759	-2.651704	-2.255280
350.755295	-2.222509	-2.439119
350.588758	-1.824150	-2.557389
350.521739	-1.538382	-2.600323
350.483026	-1.277940	-2.626304
350.506993	-1.169155	-2.569241
350.550332	-1.085612	-2.474063
350.627982	-1.082732	-2.256965
350.704947	-1.123851	-1.966870
350.775848	-1.227060	-1.573861
350.819854	-1.438195	-1.059381
350.846554	-1.724429	-0.459145
350.364194	-2.058057	0.377916
349.732627	-2.408211	1.290614
348.378740	-2.676264	2.590212
347.016874	-2.934208	3.952983
345.859565	-3.140149	5.543915
344.914599	-3.339237	7.077914
344.433690	-3.522982	8.476706
344.265322	-3.697211	9.584584
344.410727	-3.862177	10.397391
344.763463	-3.822029	10.855375
345.214997	-3.684348	11.143913
346.026416	-2.949173	11.095675
346.973304	-2.108759	10.915476
349.534006	-1.233802	9.078702
352.773087	-0.436462	6.912729
358.312846	0.068617	3.666663
364.587776	0.462196	0.612771
371.907843	0.690203	-2.122296
378.701101	0.827514	-3.955742
385.091592	0.901343	-5.138190
389.992476	0.794984	-5.148264
394.401010	0.635642	-4.791123
398.117111	0.333160	-1.390508
402.278024	0.052596	2.138924
409.899306	-0.052495	5.154296
420.001096	0.216486	7.281315
435.642833	1.318943	7.413987
451.727210	4.135672	5.653045
468.234077	8.747570	1.910267
482.182496	13.898244	-2.333839
494.810343	19.296456	-6.834677
507.778465	22.384885	-11.386087
520.672030	24.974075	-15.869697
533.235577	25.493883	-19.159201
544.874744	25.150823	-21.929842
553.660597	21.660030	-22.936417
561.012658	18.150283	-22.867749
566.297088	14.662199	-21.174762
570.409717	12.223632	-19.088244
573.683327	10.565809	-16.733095
575.352351	9.878876	-14.573697
576.510492	9.508623	-12.486102
576.444260	9.605057	-10.491115
575.823094	9.742693	-8.524778
571.593762	9.931838	-6.703091
566.596184	10.069485	-4.942541
559.772738	10.085624	-3.329610
