323.952961	14.705815	-1.238264
323.564862	14.874468	-1.164244
318.526965	16.766046	-0.222783
313.449035	18.535927	0.690445
308.270221	19.983710	1.524480
303.439045	21.134008	2.263983
299.025642	21.925938	2.888877
295.254218	22.376556	3.340733
291.847371	22.630893	3.694192
289.091553	22.695124	3.872663
286.474250	22.716893	4.013410
284.454651	22.660032	4.015944
282.507907	22.572622	3.996705
280.927463	22.342445	3.874125
279.469468	22.013795	3.715033
278.238925	21.508391	3.489191
277.198618	20.857003	3.230966
276.321460	20.081463	2.944004
275.724763	19.166827	2.698788
275.235712	18.199027	2.468553
275.066671	17.164049	2.346167
274.949020	16.130044	2.243635
275.025633	15.175859	2.242062
275.145559	14.304704	2.287432
275.386760	13.661922	2.464174
275.882429	13.214337	2.718532
276.693370	13.008972	3.069388
278.124922	12.997129	3.416094
279.920099	13.099311	3.757880
282.732341	13.664511	3.998167
285.770250	14.338709	4.212157
290.372781	15.164250	4.164155
295.338799	15.920332	4.021003
302.126365	16.298237	3.424741
309.603096	16.409952	2.859436
318.403141	16.024948	2.344634
327.444001	15.006811	2.002268
336.709422	13.424717	1.810345
344.671513	11.604785	2.230689
352.131893	9.680879	2.896286
357.755785	8.014061	4.066185
363.118683	6.358184	5.235837
367.560009	4.538647	5.593454
372.032902	2.678060	5.727579
376.527293	0.713935	5.201548
381.556217	-1.027694	3.346657
387.266686	-2.478058	-0.232625
394.380001	-3.432110	-4.249233
402.376122	-4.078441	-8.552933
411.918974	-4.201911	-10.968929
421.874722	-4.194507	-12.917268
430.110335	-3.195169	-13.238458
437.697302	-2.282991	-13.165535
441.907182	-1.930098	-11.187121
445.106420	-1.778170	-9.033755
446.317825	-2.007771	-6.537933
446.772567	-2.568597	-4.753539
446.531231	-3.437662	-3.623323
445.323099	-4.162942	-2.946528
443.729787	-4.831703	-2.460925
441.073080	-5.326463	-2.235121
438.331502	-5.802164	-2.052111
436.270413	-6.274677	-2.002279
434.346529	-6.734073	-1.971085
432.833789	-7.147972	-1.997696
431.273673	-7.506009	-1.967852
429.645433	-7.787252	-1.862722
427.560626	-7.982145	-1.538608
425.176172	-8.120421	-1.074645
422.000103	-8.137615	-0.135427
418.604551	-8.122429	0.930386
414.477684	-7.760923	2.528932
410.270664	-7.253067	4.194708
405.780045	-5.983658	6.155326
401.241728	-4.586828	8.104658
396.604646	-2.936690	10.032831
392.416571	-1.132672	11.641600
388.641472	0.815043	12.946825
386.507419	3.111158	13.653591
385.087200	5.564610	14.100740
385.432499	7.855731	13.827296
386.084545	10.088009	13.407235
388.013344	11.573667	12.081968
390.115034	13.096665	10.950722
392.831706	14.758760	10.478643
395.393246	16.279966	10.241380
397.741227	17.609577	10.350497
399.700034	18.213360	10.117850
401.395547	18.324116	9.674092
402.937780	17.765831	7.825623
404.447123	17.011458	5.575223
405.565305	16.166532	2.652702
406.543144	15.348469	-0.200042
406.681337	14.748362	-2.347606
406.609970	14.170300	-4.302653
406.080793	13.646730	-5.823811
405.570079	13.053006	-7.345731
405.074150	12.397026	-8.860188
405.558287	11.457130	-10.634328
406.497844	10.391920	-12.530172
414.477476	9.078799	-14.649146
423.630639	7.746471	-16.772617
434.584896	6.573438	-18.325428
444.463382	5.519897	-19.562155
450.729659	4.851246	-19.721027
455.395032	4.345854	-19.060293
457.732973	4.084188	-17.203065
458.936414	3.955406	-15.187707
459.343110	3.919464	-13.059802
459.160971	4.078706	-11.317678
